t_s,r
1.334900000000000020e+01,9.925059867121766022e-01
1.334999999999999964e+01,9.925084945524926816e-01
1.335100000000000087e+01,9.925110000721132364e-01
1.335200000000000031e+01,9.925135030419697246e-01
1.335299999999999976e+01,9.925160031890345458e-01
1.335400000000000098e+01,9.925185002909290288e-01
1.335500000000000043e+01,9.925209942536740160e-01
1.335599999999999987e+01,9.925234848396700116e-01
1.335700000000000109e+01,9.925259718686650912e-01
1.335800000000000054e+01,9.925284550343963508e-01
1.335899999999999999e+01,9.925309339273102882e-01
1.335999999999999943e+01,9.925334084622037256e-01
1.336100000000000065e+01,9.925358784882404306e-01
1.336200000000000010e+01,9.925383437958795740e-01
1.336299999999999955e+01,9.925408042010034348e-01
1.336400000000000077e+01,9.925432593622623978e-01
1.336500000000000021e+01,9.925457091469996884e-01
1.336599999999999966e+01,9.925481533400818401e-01
1.336700000000000088e+01,9.925505917166634884e-01
1.336800000000000033e+01,9.925530240796806014e-01
1.336899999999999977e+01,9.925554502005918822e-01
1.337000000000000099e+01,9.925578696838331938e-01
1.337100000000000044e+01,9.925602823592383217e-01
1.337199999999999989e+01,9.925626879251085999e-01
1.337300000000000111e+01,9.925650861564950800e-01
1.337400000000000055e+01,9.925674769819440302e-01
1.337500000000000000e+01,9.925698602296929574e-01
1.337599999999999945e+01,9.925722356072613772e-01
1.337700000000000067e+01,9.925746027895379076e-01
1.337800000000000011e+01,9.925769618183779563e-01
1.337899999999999956e+01,9.925793122859124518e-01
1.338000000000000078e+01,9.925816541626019118e-01
1.338100000000000023e+01,9.925839872864710145e-01
1.338199999999999967e+01,9.925863113821493666e-01
1.338300000000000090e+01,9.925886263186443070e-01
1.338400000000000034e+01,9.925909318911860790e-01
1.338499999999999979e+01,9.925932278523257324e-01
1.338600000000000101e+01,9.925955141000760706e-01
1.338700000000000045e+01,9.925977903663748547e-01
1.338799999999999990e+01,9.926000564086169264e-01
1.338900000000000112e+01,9.926023121737213017e-01
1.339000000000000057e+01,9.926045575138258137e-01
1.339100000000000001e+01,9.926067922065512361e-01
1.339199999999999946e+01,9.926090161135502354e-01
1.339300000000000068e+01,9.926112289945662193e-01
1.339400000000000013e+01,9.926134305891261000e-01
1.339499999999999957e+01,9.926156207484860827e-01
1.339600000000000080e+01,9.926177993672515854e-01
1.339700000000000024e+01,9.926199662980136340e-01
1.339799999999999969e+01,9.926221214184096642e-01
1.339900000000000091e+01,9.926242646403681258e-01
1.340000000000000036e+01,9.926263956551508727e-01
1.340099999999999980e+01,9.926285144183536469e-01
1.340200000000000102e+01,9.926306208871645831e-01
1.340300000000000047e+01,9.926327149053852938e-01
1.340399999999999991e+01,9.926347963978484623e-01
1.340500000000000114e+01,9.926368652029164963e-01
1.340600000000000058e+01,9.926389209823378579e-01
1.340700000000000003e+01,9.926409636802671077e-01
1.340799999999999947e+01,9.926429933372390435e-01
1.340900000000000070e+01,9.926450097912015158e-01
1.341000000000000014e+01,9.926470129382626295e-01
1.341099999999999959e+01,9.926490026824488222e-01
1.341200000000000081e+01,9.926509788107864551e-01
1.341300000000000026e+01,9.926529413524839418e-01
1.341399999999999970e+01,9.926548902391896245e-01
1.341500000000000092e+01,9.926568252380020274e-01
1.341600000000000037e+01,9.926587463035894121e-01
1.341699999999999982e+01,9.926606533310086133e-01
1.341800000000000104e+01,9.926625462414956358e-01
1.341900000000000048e+01,9.926644249701447320e-01
1.341999999999999993e+01,9.926662894219480116e-01
1.342100000000000115e+01,9.926681395910877947e-01
1.342200000000000060e+01,9.926699752723504577e-01
1.342300000000000004e+01,9.926717964799618432e-01
1.342399999999999949e+01,9.926736030769894858e-01
1.342500000000000071e+01,9.926753951689392119e-01
1.342600000000000016e+01,9.926771726236255367e-01
1.342699999999999960e+01,9.926789353565736995e-01
1.342800000000000082e+01,9.926806833458167167e-01
1.342900000000000027e+01,9.926824165107606124e-01
1.342999999999999972e+01,9.926841348623421935e-01
1.343100000000000094e+01,9.926858382710529449e-01
1.343200000000000038e+01,9.926875268252596252e-01
1.343299999999999983e+01,9.926892005733027879e-01
1.343400000000000105e+01,9.926908594098839966e-01
1.343500000000000050e+01,9.926925034506428602e-01
1.343599999999999994e+01,9.926941325034146502e-01
1.343700000000000117e+01,9.926957467841613925e-01
1.343800000000000061e+01,9.926973462818682314e-01
1.343900000000000006e+01,9.926989308903171327e-01
1.343999999999999950e+01,9.927005006653696340e-01
1.344100000000000072e+01,9.927020557548938973e-01
1.344200000000000017e+01,9.927035959290578804e-01
1.344299999999999962e+01,9.927051214248225897e-01
1.344400000000000084e+01,9.927066322276947297e-01
1.344500000000000028e+01,9.927081282274882179e-01
1.344599999999999973e+01,9.927096096242159495e-01
1.344700000000000095e+01,9.927110762823504464e-01
1.344800000000000040e+01,9.927125283982012327e-01
1.344899999999999984e+01,9.927139658936405819e-01
1.345000000000000107e+01,9.927153888239160784e-01
1.345100000000000051e+01,9.927167972497759063e-01
1.345199999999999996e+01,9.927181912501015226e-01
1.345299999999999940e+01,9.927195710040207510e-01
1.345400000000000063e+01,9.927209365691982423e-01
1.345500000000000007e+01,9.927222879031091241e-01
1.345599999999999952e+01,9.927236251805402478e-01
1.345700000000000074e+01,9.927249483491714654e-01
1.345800000000000018e+01,9.927262575403068556e-01
1.345899999999999963e+01,9.927275529461450088e-01
1.346000000000000085e+01,9.927288344086934169e-01
1.346100000000000030e+01,9.927301023089809551e-01
1.346199999999999974e+01,9.927313566415328916e-01
1.346300000000000097e+01,9.927325975235811173e-01
1.346400000000000041e+01,9.927338249296023820e-01
1.346499999999999986e+01,9.927350389557400012e-01
1.346600000000000108e+01,9.927362397321783938e-01
1.346700000000000053e+01,9.927374275950100468e-01
1.346799999999999997e+01,9.927386024579321067e-01
1.346899999999999942e+01,9.927397645194845355e-01
1.347000000000000064e+01,9.927409139377287861e-01
1.347100000000000009e+01,9.927420506699548008e-01
1.347199999999999953e+01,9.927431749095918523e-01
1.347300000000000075e+01,9.927442868474924964e-01
1.347400000000000020e+01,9.927453866257318627e-01
1.347499999999999964e+01,9.927464743196181551e-01
1.347600000000000087e+01,9.927475501967440996e-01
1.347700000000000031e+01,9.927486142303754146e-01
1.347799999999999976e+01,9.927496666682069648e-01
1.347900000000000098e+01,9.927507076266158803e-01
1.348000000000000043e+01,9.927517373373336840e-01
1.348099999999999987e+01,9.927527558743541869e-01
1.348200000000000109e+01,9.927537633991160293e-01
1.348300000000000054e+01,9.927547601055038973e-01
1.348399999999999999e+01,9.927557460935769740e-01
1.348499999999999943e+01,9.927567216398283101e-01
1.348600000000000065e+01,9.927576869070582344e-01
1.348700000000000010e+01,9.927586420666886236e-01
1.348799999999999955e+01,9.927595873224921430e-01
1.348900000000000077e+01,9.927605228334153153e-01
1.349000000000000021e+01,9.927614488959523031e-01
1.349099999999999966e+01,9.927623653826507244e-01
1.349200000000000088e+01,9.927632727455939499e-01
1.349300000000000033e+01,9.927641711038948102e-01
1.349399999999999977e+01,9.927650606579914161e-01
1.349500000000000099e+01,9.927659416708550788e-01
1.349600000000000044e+01,9.927668142095121828e-01
1.349699999999999989e+01,9.927676784791060749e-01
1.349800000000000111e+01,9.927685346442516323e-01
1.349900000000000055e+01,9.927693830991795032e-01
1.350000000000000000e+01,9.927702238666564760e-01
1.350099999999999945e+01,9.927710571235575099e-01
1.350200000000000067e+01,9.927718831281434619e-01
1.350300000000000011e+01,9.927727020681104131e-01
1.350399999999999956e+01,9.927735142475067054e-01
1.350500000000000078e+01,9.927743198198414332e-01
1.350600000000000023e+01,9.927751189976480317e-01
1.350699999999999967e+01,9.927759119821932821e-01
1.350800000000000090e+01,9.927766990352570042e-01
1.350900000000000034e+01,9.927774803029295603e-01
1.350999999999999979e+01,9.927782560412778956e-01
1.351100000000000101e+01,9.927790264826533706e-01
1.351200000000000045e+01,9.927797919019434314e-01
1.351299999999999990e+01,9.927805523397134069e-01
1.351400000000000112e+01,9.927813080788190359e-01
1.351500000000000057e+01,9.927820593559931739e-01
1.351600000000000001e+01,9.927828063622352595e-01
1.351699999999999946e+01,9.927835493727954486e-01
1.351800000000000068e+01,9.927842885620410396e-01
1.351900000000000013e+01,9.927850240599033205e-01
1.351999999999999957e+01,9.927857561592439151e-01
1.352100000000000080e+01,9.927864850641429095e-01
1.352200000000000024e+01,9.927872110498661140e-01
1.352299999999999969e+01,9.927879344518548699e-01
1.352400000000000091e+01,9.927886553587265128e-01
1.352500000000000036e+01,9.927893739222525271e-01
1.352599999999999980e+01,9.927900904945892169e-01
1.352700000000000102e+01,9.927908053205596328e-01
1.352800000000000047e+01,9.927915185922049357e-01
1.352899999999999991e+01,9.927922305306683404e-01
1.353000000000000114e+01,9.927929412336626847e-01
1.353100000000000058e+01,9.927936510212571619e-01
1.353200000000000003e+01,9.927943599647409689e-01
1.353299999999999947e+01,9.927950683828655754e-01
1.353400000000000070e+01,9.927957765831155745e-01
1.353500000000000014e+01,9.927964847832784212e-01
1.353599999999999959e+01,9.927971932005974498e-01
1.353700000000000081e+01,9.927979019266450766e-01
1.353800000000000026e+01,9.927986111075799425e-01
1.353899999999999970e+01,9.927993210105765520e-01
1.354000000000000092e+01,9.928000318855982886e-01
1.354100000000000037e+01,9.928007438873611701e-01
1.354199999999999982e+01,9.928014573174802626e-01
1.354300000000000104e+01,9.928021722633478818e-01
1.354400000000000048e+01,9.928028889821003400e-01
1.354499999999999993e+01,9.928036076991182401e-01
1.354600000000000115e+01,9.928043285937564466e-01
1.354700000000000060e+01,9.928050517763308269e-01
1.354800000000000004e+01,9.928057775144405461e-01
1.354899999999999949e+01,9.928065059904993550e-01
1.355000000000000071e+01,9.928072374648376774e-01
1.355100000000000016e+01,9.928079721058932217e-01
1.355199999999999960e+01,9.928087100129544540e-01
1.355300000000000082e+01,9.928094512760342605e-01
1.355400000000000027e+01,9.928101962576399986e-01
1.355499999999999972e+01,9.928109451203745994e-01
1.355600000000000094e+01,9.928116980259493740e-01
1.355700000000000038e+01,9.928124550756870503e-01
1.355799999999999983e+01,9.928132163649664443e-01
1.355900000000000105e+01,9.928139822304161699e-01
1.356000000000000050e+01,9.928147525759875025e-01
1.356099999999999994e+01,9.928155278413455243e-01
1.356200000000000117e+01,9.928163081308291060e-01
1.356300000000000061e+01,9.928170936258113866e-01
1.356400000000000006e+01,9.928178843725576908e-01
1.356499999999999950e+01,9.928186805973192586e-01
1.356600000000000072e+01,9.928194824899865267e-01
1.356700000000000017e+01,9.928202900088796135e-01
1.356799999999999962e+01,9.928211034673740665e-01
1.356900000000000084e+01,9.928219228185756196e-01
1.357000000000000028e+01,9.928227483234104422e-01
1.357099999999999973e+01,9.928235801835572083e-01
1.357200000000000095e+01,9.928244183401402356e-01
1.357300000000000040e+01,9.928252630160460113e-01
1.357399999999999984e+01,9.928261143634924402e-01
1.357500000000000107e+01,9.928269724861571444e-01
1.357600000000000051e+01,9.928278373888590469e-01
1.357699999999999996e+01,9.928287093500760552e-01
1.357799999999999940e+01,9.928295884127358306e-01
1.357900000000000063e+01,9.928304745932188258e-01
1.358000000000000007e+01,9.928313681392686441e-01
1.358099999999999952e+01,9.928322691598707728e-01
1.358200000000000074e+01,9.928331776297039113e-01
1.358300000000000018e+01,9.928340937144178868e-01
1.358399999999999963e+01,9.928350174941850126e-01
1.358500000000000085e+01,9.928359490151765776e-01
1.358600000000000030e+01,9.928368883379243837e-01
1.358699999999999974e+01,9.928378355324104509e-01
1.358800000000000097e+01,9.928387905751708820e-01
1.358900000000000041e+01,9.928397536586406336e-01
1.358999999999999986e+01,9.928407248463643198e-01
1.359100000000000108e+01,9.928417040294900131e-01
1.359200000000000053e+01,9.928426914980069684e-01
1.359299999999999997e+01,9.928436870760427579e-01
1.359399999999999942e+01,9.928446909934748321e-01
1.359500000000000064e+01,9.928457031411541678e-01
1.359600000000000009e+01,9.928467236283664565e-01
1.359699999999999953e+01,9.928477524956963451e-01
1.359800000000000075e+01,9.928487898394527944e-01
1.359900000000000020e+01,9.928498355861504754e-01
1.359999999999999964e+01,9.928508897903944863e-01
1.360100000000000087e+01,9.928519526352187485e-01
1.360200000000000031e+01,9.928530239446011763e-01
1.360299999999999976e+01,9.928541036626585825e-01
1.360400000000000098e+01,9.928551917888817080e-01
1.360500000000000043e+01,9.928562883970256658e-01
1.360599999999999987e+01,9.928573933999332857e-01
1.360700000000000109e+01,9.928585069463931045e-01
1.360800000000000054e+01,9.928596288909559142e-01
1.360899999999999999e+01,9.928607592773224244e-01
1.360999999999999943e+01,9.928618979796902666e-01
1.361100000000000065e+01,9.928630451757549658e-01
1.361200000000000010e+01,9.928642007745706044e-01
1.361299999999999955e+01,9.928653646960872159e-01
1.361400000000000077e+01,9.928665367884395021e-01
1.361500000000000021e+01,9.928677171023412296e-01
1.361599999999999966e+01,9.928689054850834417e-01
1.361700000000000088e+01,9.928701020176394776e-01
1.361800000000000033e+01,9.928713067226828670e-01
1.361899999999999977e+01,9.928725194067836712e-01
1.362000000000000099e+01,9.928737400593086182e-01
1.362100000000000044e+01,9.928749687081745989e-01
1.362199999999999989e+01,9.928762053888240402e-01
1.362300000000000111e+01,9.928774499131414188e-01
1.362400000000000055e+01,9.928787021144771519e-01
1.362500000000000000e+01,9.928799620802758463e-01
1.362599999999999945e+01,9.928812294716321540e-01
1.362700000000000067e+01,9.928825043530750127e-01
1.362800000000000011e+01,9.928837866712457716e-01
1.362899999999999956e+01,9.928850762040780653e-01
1.363000000000000078e+01,9.928863728028869406e-01
1.363100000000000023e+01,9.928876764388925302e-01
1.363199999999999967e+01,9.928889870693838882e-01
1.363300000000000090e+01,9.928903045608533651e-01
1.363400000000000034e+01,9.928916286403219882e-01
1.363499999999999979e+01,9.928929594092155142e-01
1.363600000000000101e+01,9.928942966714944252e-01
1.363700000000000045e+01,9.928956402945033899e-01
1.363799999999999990e+01,9.928969902092946720e-01
1.363900000000000112e+01,9.928983462083506017e-01
1.364000000000000057e+01,9.928997081068641206e-01
1.364100000000000001e+01,9.929010757537068965e-01
1.364199999999999946e+01,9.929024491238949146e-01
1.364300000000000068e+01,9.929038280673528893e-01
1.364400000000000013e+01,9.929052123657482465e-01
1.364499999999999957e+01,9.929066020026563466e-01
1.364600000000000080e+01,9.929079967094299741e-01
1.364700000000000024e+01,9.929093963078925444e-01
1.364799999999999969e+01,9.929108006358461358e-01
1.364900000000000091e+01,9.929122096679907639e-01
1.365000000000000036e+01,9.929136232775321869e-01
1.365099999999999980e+01,9.929150412822580485e-01
1.365200000000000102e+01,9.929164635564259322e-01
1.365300000000000047e+01,9.929178898359494188e-01
1.365399999999999991e+01,9.929193200723869239e-01
1.365500000000000114e+01,9.929207539145280537e-01
1.365600000000000058e+01,9.929221912049178700e-01
1.365700000000000003e+01,9.929236318178420451e-01
1.365799999999999947e+01,9.929250756206334794e-01
1.365900000000000070e+01,9.929265223313492594e-01
1.366000000000000014e+01,9.929279717057226673e-01
1.366099999999999959e+01,9.929294236658893213e-01
1.366200000000000081e+01,9.929308778935794777e-01
1.366300000000000026e+01,9.929323343599076868e-01
1.366399999999999970e+01,9.929337929144215202e-01
1.366500000000000092e+01,9.929352534101618666e-01
1.366600000000000037e+01,9.929367154497598102e-01
1.366699999999999982e+01,9.929381788847156942e-01
1.366800000000000104e+01,9.929396435791167930e-01
1.366900000000000048e+01,9.929411092693098961e-01
1.366999999999999993e+01,9.929425758595457063e-01
1.367100000000000115e+01,9.929440430961806729e-01
1.367200000000000060e+01,9.929455107031528449e-01
1.367300000000000004e+01,9.929469785703082252e-01
1.367399999999999949e+01,9.929484464163143009e-01
1.367500000000000071e+01,9.929499140604601815e-01
1.367600000000000016e+01,9.929513813518366927e-01
1.367699999999999960e+01,9.929528480165298321e-01
1.367800000000000082e+01,9.929543138931976598e-01
1.367900000000000027e+01,9.929557788685454689e-01
1.367999999999999972e+01,9.929572426410263608e-01
1.368100000000000094e+01,9.929587049783565877e-01
1.368200000000000038e+01,9.929601655771287394e-01
1.368299999999999983e+01,9.929616242902252754e-01
1.368400000000000105e+01,9.929630811300392823e-01
1.368500000000000050e+01,9.929645356329350747e-01
1.368599999999999994e+01,9.929659877165335491e-01
1.368700000000000117e+01,9.929674372665757698e-01
1.368800000000000061e+01,9.929688839039698678e-01
1.368900000000000006e+01,9.929703275566177378e-01
1.368999999999999950e+01,9.929717679434731936e-01
1.369100000000000072e+01,9.929732048048708348e-01
1.369200000000000017e+01,9.929746380163585462e-01
1.369299999999999962e+01,9.929760673563376994e-01
1.369400000000000084e+01,9.929774925898835480e-01
1.369500000000000028e+01,9.929789135647116849e-01
1.369599999999999973e+01,9.929803300413153622e-01
1.369700000000000095e+01,9.929817416895915239e-01
1.369800000000000040e+01,9.929831484596765012e-01
1.369899999999999984e+01,9.929845501246555850e-01
1.370000000000000107e+01,9.929859463066350589e-01
1.370100000000000051e+01,9.929873369595342281e-01
1.370199999999999996e+01,9.929887218531974202e-01
1.370299999999999940e+01,9.929901008899091330e-01
1.370400000000000063e+01,9.929914737748242182e-01
1.370500000000000007e+01,9.929928402531368326e-01
1.370599999999999952e+01,9.929942001570378762e-01
1.370700000000000074e+01,9.929955533278388424e-01
1.370800000000000018e+01,9.929968997553361154e-01
1.370899999999999963e+01,9.929982390300732265e-01
1.371000000000000085e+01,9.929995709326895348e-01
1.371100000000000030e+01,9.930008954229998519e-01
1.371199999999999974e+01,9.930022122818312758e-01
1.371300000000000097e+01,9.930035213167303088e-01
1.371400000000000041e+01,9.930048224237303378e-01
1.371499999999999986e+01,9.930061153307467858e-01
1.371600000000000108e+01,9.930073996927017976e-01
1.371700000000000053e+01,9.930086754499364288e-01
1.371799999999999997e+01,9.930099422998839298e-01
1.371899999999999942e+01,9.930112003170706858e-01
1.372000000000000064e+01,9.930124492248418866e-01
1.372100000000000009e+01,9.930136889615642781e-01
1.372199999999999953e+01,9.930149192783483958e-01
1.372300000000000075e+01,9.930161400175629982e-01
1.372400000000000020e+01,9.930173509581556868e-01
1.372499999999999964e+01,9.930185519988223852e-01
1.372600000000000087e+01,9.930197430083372856e-01
1.372700000000000031e+01,9.930209237375393627e-01
1.372799999999999976e+01,9.930220942347356416e-01
1.372900000000000098e+01,9.930232543342373264e-01
1.373000000000000043e+01,9.930244037914686128e-01
1.373099999999999987e+01,9.930255424807714615e-01
1.373200000000000109e+01,9.930266703552714791e-01
1.373300000000000054e+01,9.930277871475363671e-01
1.373399999999999999e+01,9.930288926496853019e-01
1.373499999999999943e+01,9.930299868447183265e-01
1.373600000000000065e+01,9.930310695396681320e-01
1.373700000000000010e+01,9.930321408217551715e-01
1.373799999999999955e+01,9.930332003460249357e-01
1.373900000000000077e+01,9.930342480321536769e-01
1.374000000000000021e+01,9.930352838205728228e-01
1.374099999999999966e+01,9.930363076193637895e-01
1.374200000000000088e+01,9.930373193453293501e-01
1.374300000000000033e+01,9.930383189084777129e-01
1.374399999999999977e+01,9.930393061809648092e-01
1.374500000000000099e+01,9.930402811622582870e-01
1.374600000000000044e+01,9.930412436642184204e-01
1.374699999999999989e+01,9.930421935634079489e-01
1.374800000000000111e+01,9.930431308274217939e-01
1.374900000000000055e+01,9.930440555737236608e-01
1.375000000000000000e+01,9.930449676347645749e-01
1.375099999999999945e+01,9.930458669568270613e-01
1.375200000000000067e+01,9.930467533437007388e-01
1.375300000000000011e+01,9.930476267545209623e-01
1.375399999999999956e+01,9.930484872105559413e-01
1.375500000000000078e+01,9.930493346671984689e-01
1.375600000000000023e+01,9.930501688984673114e-01
1.375699999999999967e+01,9.930509899701758236e-01
1.375800000000000090e+01,9.930517978493825781e-01
1.375900000000000034e+01,9.930525924743344168e-01
1.375999999999999979e+01,9.930533739096748524e-01
1.376100000000000101e+01,9.930541419256214697e-01
1.376200000000000045e+01,9.930548966376556708e-01
1.376299999999999990e+01,9.930556380634192326e-01
1.376400000000000112e+01,9.930563660398930015e-01
1.376500000000000057e+01,9.930570806412952756e-01
1.376600000000000001e+01,9.930577818531733936e-01
1.376699999999999946e+01,9.930584697145599105e-01
1.376800000000000068e+01,9.930591441093583605e-01
1.376900000000000013e+01,9.930598050139705091e-01
1.376999999999999957e+01,9.930604524718877890e-01
1.377100000000000080e+01,9.930610865390797626e-01
1.377200000000000024e+01,9.930617072355769626e-01
1.377299999999999969e+01,9.930623144982377859e-01
1.377400000000000091e+01,9.930629083591497874e-01
1.377500000000000036e+01,9.930634888357632306e-01
1.377599999999999980e+01,9.930640560392850480e-01
1.377700000000000102e+01,9.930646098992521598e-01
1.377800000000000047e+01,9.930651505310040816e-01
1.377899999999999991e+01,9.930656779208476559e-01
1.378000000000000114e+01,9.930661921799948111e-01
1.378100000000000058e+01,9.930666933063894142e-01
1.378200000000000003e+01,9.930671813167771811e-01
1.378299999999999947e+01,9.930676563282924141e-01
1.378400000000000070e+01,9.930681184478217238e-01
1.378500000000000014e+01,9.930685676108832460e-01
1.378599999999999959e+01,9.930690037970709705e-01
1.378700000000000081e+01,9.930694270245454813e-01
1.378800000000000026e+01,9.930698374328997824e-01
1.378899999999999970e+01,9.930702352199282101e-01
1.379000000000000092e+01,9.930706204184416297e-01
1.379100000000000037e+01,9.930709930456314005e-01
1.379199999999999982e+01,9.930713531411433648e-01
1.379300000000000104e+01,9.930717009102915105e-01
1.379400000000000048e+01,9.930720363573718457e-01
1.379499999999999993e+01,9.930723595933839132e-01
1.379600000000000115e+01,9.930726707848228640e-01
1.379700000000000060e+01,9.930729701110518892e-01
1.379800000000000004e+01,9.930732575152929620e-01
1.379899999999999949e+01,9.930735332208691091e-01
1.380000000000000071e+01,9.930737973947328934e-01
1.380100000000000016e+01,9.930740500959203132e-01
1.380199999999999960e+01,9.930742915113804914e-01
1.380300000000000082e+01,9.930745216481540183e-01
1.380400000000000027e+01,9.930747404363460262e-01
1.380499999999999972e+01,9.930749480995634260e-01
1.380600000000000094e+01,9.930751450209226450e-01
1.380700000000000038e+01,9.930753312120612630e-01
1.380799999999999983e+01,9.930755068081915660e-01
1.380900000000000105e+01,9.930756719270414923e-01
1.381000000000000050e+01,9.930758267618838842e-01
1.381099999999999994e+01,9.930759715572734514e-01
1.381200000000000117e+01,9.930761063481315931e-01
1.381300000000000061e+01,9.930762312174827855e-01
1.381400000000000006e+01,9.930763462922038709e-01
1.381499999999999950e+01,9.930764518047289213e-01
1.381600000000000072e+01,9.930765480251266819e-01
1.381700000000000017e+01,9.930766351223579980e-01
1.381799999999999962e+01,9.930767132475319947e-01
1.381900000000000084e+01,9.930767823939106176e-01
1.382000000000000028e+01,9.930768428252517710e-01
1.382099999999999973e+01,9.930768947923367396e-01
1.382200000000000095e+01,9.930769384082120954e-01
1.382300000000000040e+01,9.930769739139723162e-01
1.382399999999999984e+01,9.930770013282130826e-01
1.382500000000000107e+01,9.930770210218569094e-01
1.382600000000000051e+01,9.930770331632305936e-01
1.382699999999999996e+01,9.930770379906844747e-01
1.382799999999999940e+01,9.930770356836862156e-01
1.382900000000000063e+01,9.930770263764834294e-01
1.383000000000000007e+01,9.930770103118031766e-01
1.383099999999999952e+01,9.930769877224636666e-01
1.383200000000000074e+01,9.930769587614360905e-01
1.383300000000000018e+01,9.930769235732960221e-01
1.383399999999999963e+01,9.930768822912674487e-01
1.383500000000000085e+01,9.930768352622040274e-01
1.383600000000000030e+01,9.930767825724614584e-01
1.383699999999999974e+01,9.930767244192741927e-01
1.383800000000000097e+01,9.930766608926743233e-01
1.383900000000000041e+01,9.930765923658656513e-01
1.383999999999999986e+01,9.930765190705659329e-01
1.384100000000000108e+01,9.930764411464868546e-01
1.384200000000000053e+01,9.930763587298682138e-01
1.384299999999999997e+01,9.930762722337436177e-01
1.384399999999999942e+01,9.930761817677221659e-01
1.384500000000000064e+01,9.930760874844599684e-01
1.384600000000000009e+01,9.930759896025220801e-01
1.384699999999999953e+01,9.930758883615189436e-01
1.384800000000000075e+01,9.930757839616369820e-01
1.384900000000000020e+01,9.930756766479738040e-01
1.384999999999999964e+01,9.930755666006150228e-01
1.385100000000000087e+01,9.930754540938868669e-01
1.385200000000000031e+01,9.930753392717074357e-01
1.385299999999999976e+01,9.930752224626637759e-01
1.385400000000000098e+01,9.930751038509896267e-01
1.385500000000000043e+01,9.930749835742122000e-01
1.385599999999999987e+01,9.930748619206943850e-01
1.385700000000000109e+01,9.930747389896819044e-01
1.385800000000000054e+01,9.930746150446940756e-01
1.385899999999999999e+01,9.930744901824899440e-01
1.385999999999999943e+01,9.930743647766873128e-01
1.386100000000000065e+01,9.930742389243908397e-01
1.386200000000000010e+01,9.930741130431995911e-01
1.386299999999999955e+01,9.930739873490546099e-01
1.386400000000000077e+01,9.930738618485847047e-01
1.386500000000000021e+01,9.930737369381348323e-01
1.386599999999999966e+01,9.930736128176730348e-01
1.386700000000000088e+01,9.930734896751822749e-01
1.386800000000000033e+01,9.930733676707911295e-01
1.386899999999999977e+01,9.930732470446969051e-01
1.387000000000000099e+01,9.930731280033514574e-01
1.387100000000000044e+01,9.930730108202173723e-01
1.387199999999999989e+01,9.930728956197358848e-01
1.387300000000000111e+01,9.930727825464077396e-01
1.387400000000000055e+01,9.930726717930724590e-01
1.387500000000000000e+01,9.930725636542936385e-01
1.387599999999999945e+01,9.930724583636008074e-01
1.387700000000000067e+01,9.930723559975170867e-01
1.387800000000000011e+01,9.930722567904659570e-01
1.387899999999999956e+01,9.930721610230917040e-01
1.388000000000000078e+01,9.930720687735941077e-01
1.388100000000000023e+01,9.930719802767418170e-01
1.388199999999999967e+01,9.930718957036737127e-01
1.388300000000000090e+01,9.930718153251395508e-01
1.388400000000000034e+01,9.930717393578862850e-01
1.388499999999999979e+01,9.930716678851296830e-01
1.388600000000000101e+01,9.930716011493321282e-01
1.388700000000000045e+01,9.930715393047392370e-01
1.388799999999999990e+01,9.930714824587187906e-01
1.388900000000000112e+01,9.930714309217334446e-01
1.389000000000000057e+01,9.930713847708331210e-01
1.389100000000000001e+01,9.930713442848614347e-01
1.389199999999999946e+01,9.930713093984200324e-01
1.389300000000000068e+01,9.930712804263168714e-01
1.389400000000000013e+01,9.930712575193239022e-01
1.389499999999999957e+01,9.930712408430862892e-01
1.389600000000000080e+01,9.930712305411395491e-01
1.389700000000000024e+01,9.930712267443354557e-01
1.389799999999999969e+01,9.930712296403803041e-01
1.389900000000000091e+01,9.930712394202277915e-01
1.390000000000000036e+01,9.930712561174614983e-01
1.390099999999999980e+01,9.930712798688547949e-01
1.390200000000000102e+01,9.930713107513045035e-01
1.390300000000000047e+01,9.930713490201218407e-01
1.390399999999999991e+01,9.930713948381936218e-01
1.390500000000000114e+01,9.930714483176407148e-01
1.390600000000000058e+01,9.930715096832040123e-01
1.390700000000000003e+01,9.930715789630745194e-01
1.390799999999999947e+01,9.930716562990618002e-01
1.390900000000000070e+01,9.930717417813675896e-01
1.391000000000000014e+01,9.930718355784932116e-01
1.391099999999999959e+01,9.930719377240732060e-01
1.391200000000000081e+01,9.930720484067635523e-01
1.391300000000000026e+01,9.930721677911252820e-01
1.391399999999999970e+01,9.930722958356451580e-01
1.391500000000000092e+01,9.930724325025496180e-01
1.391600000000000037e+01,9.930725778746897214e-01
1.391699999999999982e+01,9.930727322078278796e-01
1.391800000000000104e+01,9.930728954932037666e-01
1.391900000000000048e+01,9.930730678280189627e-01
1.391999999999999993e+01,9.930732492268500300e-01
1.392100000000000115e+01,9.930734398312314193e-01
1.392200000000000060e+01,9.930736398449885316e-01
1.392300000000000004e+01,9.930738493147128754e-01
1.392399999999999949e+01,9.930740681757177502e-01
1.392500000000000071e+01,9.930742963894078068e-01
1.392600000000000016e+01,9.930745341039390883e-01
1.392699999999999960e+01,9.930747812875688751e-01
1.392800000000000082e+01,9.930750380219544038e-01
1.392900000000000027e+01,9.930753045871524298e-01
1.392999999999999972e+01,9.930755807803547386e-01
1.393100000000000094e+01,9.930758665531890239e-01
