t,J,phi,r
9.700000000000000289e-02,-4.686471524074786602e-04,8.532206974963973294e-05,7.174280181761183428e-02
9.800000000000000377e-02,-4.779203161373348483e-04,8.527215025261231953e-05,7.174303793670723517e-02
9.900000000000000466e-02,-4.868830430688467952e-04,8.522140990454979957e-05,7.174300474688789786e-02
1.000000000000000056e-01,-4.955113985248144060e-04,8.516983990616570541e-05,7.174270072428057254e-02
1.010000000000000064e-01,-5.037813159943366204e-04,8.511743179543753183e-05,7.174212322919074070e-02
1.020000000000000073e-01,-5.116686303403294740e-04,8.506417747171955495e-05,7.174127052881097699e-02
1.030000000000000082e-01,-5.191491116543502614e-04,8.501006921995531650e-05,7.174013976818696681e-02
1.040000000000000091e-01,-5.261984997149337859e-04,8.495509973496493154e-05,7.173872855959105566e-02
1.049999999999999961e-01,-5.327925390067289298e-04,8.489926214573909112e-05,7.173703461320384001e-02
1.059999999999999970e-01,-5.389070142535001091e-04,8.484255003975034448e-05,7.173505626769734189e-02
1.069999999999999979e-01,-5.445177864204018940e-04,8.478495748721261052e-05,7.173279207784603873e-02
1.079999999999999988e-01,-5.496008291362968617e-04,8.472647906526423948e-05,7.173024068455302604e-02
1.089999999999999997e-01,-5.541322654887078812e-04,8.466710988204251894e-05,7.172740024133178460e-02
1.100000000000000006e-01,-5.580884051410368082e-04,8.460684560059500729e-05,7.172426900310005515e-02
1.110000000000000014e-01,-5.614457817217228782e-04,8.454568246262190794e-05,7.172084521837376880e-02
1.120000000000000023e-01,-5.641811904340681165e-04,8.448361731198666816e-05,7.171712870046841048e-02
1.130000000000000032e-01,-5.662717258341300229e-04,8.442064761794166314e-05,7.171311826006479540e-02
1.140000000000000041e-01,-5.676948197239276147e-04,8.435677149809811678e-05,7.170881291182608364e-02
1.150000000000000050e-01,-5.684282791061517643e-04,8.429198774101098160e-05,7.170421111372388134e-02
1.160000000000000059e-01,-5.684503241466815765e-04,8.422629582841939478e-05,7.169931304917744053e-02
1.170000000000000068e-01,-5.677396260889384450e-04,8.415969595705701759e-05,7.169411763719824027e-02
1.180000000000000077e-01,-5.662753450664110818e-04,8.409218906001327118e-05,7.168862454984410715e-02
1.190000000000000085e-01,-5.640371677566251947e-04,8.402377682759876675e-05,7.168283360748735344e-02
1.199999999999999956e-01,-5.610053448209779232e-04,8.395446172769896519e-05,7.167674515984889805e-02
1.209999999999999964e-01,-5.571607280747722501e-04,8.388424702553813909e-05,7.167035867737171773e-02
1.219999999999999973e-01,-5.524848073307072824e-04,8.381313680285842134e-05,7.166367476556291527e-02
1.229999999999999982e-01,-5.469597468598178793e-04,8.374113597644879310e-05,7.165669277300665274e-02
1.239999999999999991e-01,-5.405684214135552616e-04,8.366825031600391292e-05,7.164941347075372280e-02
1.250000000000000000e-01,-5.332944517509072106e-04,8.359448646126094856e-05,7.164183775023127976e-02
1.260000000000000009e-01,-5.251222396143738523e-04,8.351985193839940873e-05,7.163396619614122163e-02
1.270000000000000018e-01,-5.160370020995744267e-04,8.344435517564462840e-05,7.162579973770527575e-02
1.280000000000000027e-01,-5.060248053625230821e-04,8.336800551807077412e-05,7.161733807689769915e-02
1.290000000000000036e-01,-4.950725976101948839e-04,8.329081324152418184e-05,7.160858397424772759e-02
1.300000000000000044e-01,-4.831682413193528125e-04,8.321278956569441699e-05,7.159953741350709444e-02
1.310000000000000053e-01,-4.703005446307299397e-04,8.313394666624047947e-05,7.159020030006321700e-02
1.320000000000000062e-01,-4.564592918641772372e-04,8.305429768598893159e-05,7.158057282950090749e-02
1.330000000000000071e-01,-4.416352731034496409e-04,8.297385674513634891e-05,7.157065711395704799e-02
1.340000000000000080e-01,-4.258203127983987675e-04,8.289263895045128293e-05,7.156045501209033766e-02
1.350000000000000089e-01,-4.090072973341436031e-04,8.281066040343471198e-05,7.154996800538582225e-02
1.360000000000000098e-01,-3.911902015173218997e-04,8.272793820742769123e-05,7.153919797569997796e-02
1.370000000000000107e-01,-3.723641139311150046e-04,8.264449047360180006e-05,7.152814670676677089e-02
1.380000000000000115e-01,-3.525252611111482910e-04,8.256033632585572436e-05,7.151681648667902735e-02
1.390000000000000124e-01,-3.316710304962242149e-04,8.247549590455694661e-05,7.150520910633956229e-02
1.400000000000000133e-01,-3.097999921088240554e-04,8.238999036912999401e-05,7.149332742775478533e-02
1.410000000000000142e-01,-2.869119189217171932e-04,8.230384189944160158e-05,7.148117455011690491e-02
1.420000000000000151e-01,-2.630078058685749939e-04,8.221707369599532648e-05,7.146875252560593028e-02
1.430000000000000160e-01,-2.380898874576039626e-04,8.212970997889084942e-05,7.145606436107945769e-02
1.440000000000000169e-01,-2.121616539494621716e-04,8.204177598554701460e-05,7.144311263570427006e-02
1.449999999999999900e-01,-1.852278660615573158e-04,8.195329796714987498e-05,7.142990090075355958e-02
1.459999999999999909e-01,-1.572945681632358485e-04,8.186430318384871438e-05,7.141643251243592894e-02
1.469999999999999918e-01,-1.283690999276509287e-04,8.177481989864704263e-05,7.140271072324304302e-02
1.479999999999999927e-01,-9.846010640810092039e-05,8.168487736999557023e-05,7.138873817031660129e-02
1.489999999999999936e-01,-6.757754650867554716e-05,8.159450584308804361e-05,7.137451854683815600e-02
1.499999999999999944e-01,-3.573269982055984884e-05,8.150373653982076049e-05,7.136005501193674883e-02
1.509999999999999953e-01,-2.938171797878743490e-06,8.141260164744285694e-05,7.134535186203951052e-02
1.519999999999999962e-01,3.079210275148450523e-05,8.132113430587072187e-05,7.133041230985659453e-02
1.529999999999999971e-01,6.544285788220771042e-05,8.122936859365768902e-05,7.131524164798871968e-02
1.539999999999999980e-01,1.009974964551484572e-04,8.113733951265427033e-05,7.129984315839014986e-02
1.549999999999999989e-01,1.374380918261674731e-04,8.104508297130673974e-05,7.128422039529759557e-02
1.559999999999999998e-01,1.747453912958540575e-04,8.095263576663572799e-05,7.126837780896211338e-02
1.570000000000000007e-01,2.128988213335345978e-04,8.086003556487876857e-05,7.125231849203494949e-02
1.580000000000000016e-01,2.518764945867733363e-04,8.076732088081540258e-05,7.123604829499521895e-02
1.590000000000000024e-01,2.916552186849634062e-04,8.067453105575782041e-05,7.121957072144625978e-02
1.600000000000000033e-01,3.322105068436497790e-04,8.058170623426118262e-05,7.120289007452963725e-02
1.610000000000000042e-01,3.735165902734237332e-04,8.048888733949527646e-05,7.118601246091010859e-02
1.620000000000000051e-01,4.155464323949998326e-04,8.039611604737417804e-05,7.116894148710886658e-02
1.630000000000000060e-01,4.582717448597040848e-04,8.030343475936840565e-05,7.115168139477873188e-02
1.640000000000000069e-01,5.016630053720736197e-04,8.021088657410791660e-05,7.113423798588938696e-02
1.650000000000000078e-01,5.456894773086223404e-04,8.011851525770891677e-05,7.111661671878018176e-02
1.660000000000000087e-01,5.903192311247342167e-04,8.002636521289786982e-05,7.109882297431714682e-02
1.670000000000000095e-01,6.355191675387850082e-04,7.993448144693953653e-05,7.108086208029117115e-02
1.680000000000000104e-01,6.812550424801792816e-04,7.984290953839826357e-05,7.106273861152290205e-02
1.690000000000000113e-01,7.274914937858580457e-04,7.975169560272444430e-05,7.104445851594434758e-02
1.700000000000000122e-01,7.741920696265618303e-04,7.966088625675305044e-05,7.102602870100538368e-02
1.710000000000000131e-01,8.213192586425468750e-04,7.957052858208408033e-05,7.100745311292240569e-02
1.720000000000000140e-01,8.688345217650515978e-04,7.948067008740965049e-05,7.098873805184890973e-02
1.730000000000000149e-01,9.166983256984769478e-04,7.939135866981017356e-05,7.096988892312126873e-02
1.740000000000000158e-01,9.648701780344880272e-04,7.930264257504645664e-05,7.095091146110102387e-02
1.750000000000000167e-01,1.013308663967463566e-03,7.921457035690386810e-05,7.093181153679066486e-02
1.759999999999999898e-01,1.061971484579055146e-03,7.912719083559330269e-05,7.091259528753905694e-02
1.769999999999999907e-01,1.110815496655381341e-03,7.904055305527032439e-05,7.089326920345634386e-02
1.779999999999999916e-01,1.159796753999881459e-03,7.895470624072173686e-05,7.087383876233202540e-02
1.789999999999999925e-01,1.208870550201383495e-03,7.886969975322687273e-05,7.085431046158073565e-02
1.799999999999999933e-01,1.257991462814930230e-03,7.878558304565767812e-05,7.083468988975645531e-02
1.809999999999999942e-01,1.307113398911245988e-03,7.870240561688204817e-05,7.081498405859276701e-02
1.819999999999999951e-01,1.356189641947229581e-03,7.862021696546126566e-05,7.079519936296413407e-02
1.829999999999999960e-01,1.405172899908982073e-03,7.853906654275106061e-05,7.077534224903295201e-02
1.839999999999999969e-01,1.454015354676073141e-03,7.845900370540889312e-05,7.075541968787014968e-02
1.849999999999999978e-01,1.502668712554014897e-03,7.838007766737444936e-05,7.073543754120503735e-02
1.859999999999999987e-01,1.551084255919030642e-03,7.830233745137943130e-05,7.071540332198596179e-02
1.869999999999999996e-01,1.599212895919400763e-03,7.822583184002479030e-05,7.069532307338094457e-02
1.880000000000000004e-01,1.647005226172294431e-03,7.815060932649514614e-05,7.067520425709737653e-02
1.890000000000000013e-01,1.694411577397265251e-03,7.807671806493623589e-05,7.065505357342030668e-02
1.900000000000000022e-01,1.741382072922226937e-03,7.800420582059206301e-05,7.063487704381510301e-02
1.910000000000000031e-01,1.787866684998301071e-03,7.793311991971197869e-05,7.061468283498473220e-02
1.920000000000000040e-01,1.833815291857544567e-03,7.786350719932242769e-05,7.059447725194596679e-02
1.930000000000000049e-01,1.879177735445588865e-03,7.779541395689358076e-05,7.057426741315549201e-02
1.940000000000000058e-01,1.923903879760852954e-03,7.772888589997506729e-05,7.055405991945412625e-02
1.950000000000000067e-01,1.967943669729599245e-03,7.766396809585211813e-05,7.053386151607615728e-02
1.960000000000000075e-01,2.011247190544883552e-03,7.760070492127756178e-05,7.051368056173661081e-02
1.970000000000000084e-01,2.053764727397500763e-03,7.753914001235911915e-05,7.049352424518892657e-02
1.980000000000000093e-01,2.095446825523400881e-03,7.747931621462384323e-05,7.047339881380983162e-02
1.990000000000000102e-01,2.136244350494216366e-03,7.742127553337110576e-05,7.045331153487414955e-02
2.000000000000000111e-01,2.176108548673429989e-03,7.736505908431930774e-05,7.043326939157355804e-02
2.010000000000000120e-01,2.214991107762250867e-03,7.731070704465644173e-05,7.041327931243378246e-02
2.020000000000000129e-01,2.252844217356722405e-03,7.725825860451964583e-05,7.039334893987955755e-02
2.030000000000000138e-01,2.289620629439134518e-03,7.720775191898754462e-05,7.037348583148357595e-02
2.040000000000000147e-01,2.325273718722942369e-03,7.715922406062785072e-05,7.035369645987053777e-02
2.050000000000000155e-01,2.359757542773608264e-03,7.711271097267305820e-05,7.033398833652076965e-02
2.060000000000000164e-01,2.393026901824483934e-03,7.706824742288590543e-05,7.031436978398529491e-02
2.070000000000000173e-01,2.425037398208370037e-03,7.702586695816555126e-05,7.029484714012586288e-02
2.080000000000000182e-01,2.455745495324298568e-03,7.698560185995732125e-05,7.027542804417712119e-02
2.089999999999999913e-01,2.485108576059258216e-03,7.694748310052440814e-05,7.025611910187488929e-02
2.099999999999999922e-01,2.513085000585261845e-03,7.691154030015151185e-05,7.023692768586045632e-02
2.109999999999999931e-01,2.539634163450852061e-03,7.687780168532212018e-05,7.021786078386793584e-02
2.119999999999999940e-01,2.564716549887646573e-03,7.684629404793121607e-05,7.019892580807811366e-02
2.129999999999999949e-01,2.588293791253220254e-03,7.681704270559508907e-05,7.018013113137930303e-02
2.139999999999999958e-01,2.610328719529860907e-03,7.679007146311687927e-05,7.016148335971091055e-02
2.149999999999999967e-01,2.630785420802579481e-03,7.676540257514551601e-05,7.014298901927287777e-02
2.159999999999999976e-01,2.649629287636775209e-03,7.674305671010681886e-05,7.012465528206267285e-02
2.169999999999999984e-01,2.666827070280998989e-03,7.672305291542276626e-05,7.010649029592332104e-02
2.179999999999999993e-01,2.682346926616248524e-03,7.670540858412842270e-05,7.008850162948315754e-02
2.190000000000000002e-01,2.696158470778473211e-03,7.669013942286191318e-05,7.007069480214468682e-02
2.200000000000000011e-01,2.708232820380511875e-03,7.667725942134803513e-05,7.005307726804220481e-02
2.210000000000000020e-01,2.718542642259344673e-03,7.666678082337075105e-05,7.003565609476007647e-02
2.220000000000000029e-01,2.727062196678351706e-03,7.665871409930874827e-05,7.001843786630268518e-02
2.230000000000000038e-01,2.733767379914995091e-03,7.665306792026557552e-05,7.000142988570118296e-02
2.240000000000000047e-01,2.738635765164167818e-03,7.664984913385192741e-05,6.998463938752702562e-02
2.250000000000000056e-01,2.741646641691419979e-03,7.664906274163166429e-05,6.996807323974918447e-02
2.260000000000000064e-01,2.742781052170808163e-03,7.665071187831304519e-05,6.995173801598741914e-02
2.270000000000000073e-01,2.742021828143723604e-03,7.665479779267514503e-05,6.993564149922243400e-02
2.280000000000000082e-01,2.739353623537631177e-03,7.666131983031688351e-05,6.991978969170516145e-02
2.290000000000000091e-01,2.734762946185141912e-03,7.667027541821144028e-05,6.990418931719592777e-02
2.300000000000000100e-01,2.728238187286764239e-03,7.668166005112824900e-05,6.988884669526897186e-02
2.310000000000000109e-01,2.719769648761065188e-03,7.669546727995711578e-05,6.987376937248247766e-02
2.320000000000000118e-01,2.709349568430980890e-03,7.671168870193362157e-05,6.985896352935537512e-02
2.330000000000000127e-01,2.696972142994259400e-03,7.673031395281401494e-05,6.984443558696487586e-02
2.340000000000000135e-01,2.682633548731570405e-03,7.675133070102366456e-05,6.983019129996279051e-02
2.350000000000000144e-01,2.666331959905664586e-03,7.677472464377339280e-05,6.981623749470715345e-02
2.360000000000000153e-01,2.648067564809262336e-03,7.680047950520832250e-05,6.980258061250549373e-02
2.370000000000000162e-01,2.627842579421625288e-03,7.682857703655433909e-05,6.978922642621852857e-02
2.380000000000000171e-01,2.605661258635985460e-03,7.685899701830798932e-05,6.977618162827500803e-02
2.390000000000000180e-01,2.581529905023683107e-03,7.689171726448004848e-05,6.976345185396631843e-02
2.399999999999999911e-01,2.555456875103248766e-03,7.692671362888691528e-05,6.975104270664109207e-02
2.409999999999999920e-01,2.527452583085018547e-03,7.696396001350447086e-05,6.973895981009463341e-02
2.419999999999999929e-01,2.497529502066941041e-03,7.700342837888815616e-05,6.972720962844229653e-02
2.429999999999999938e-01,2.465702162657499186e-03,7.704508875666863234e-05,6.971579745856833210e-02
2.439999999999999947e-01,2.431987149007090992e-03,7.708890926409224650e-05,6.970472926531193214e-02
2.449999999999999956e-01,2.396403092231483376e-03,7.713485612065187989e-05,6.969401046464217264e-02
2.459999999999999964e-01,2.358970661213479966e-03,7.718289366674446804e-05,6.968364706622486027e-02
2.469999999999999973e-01,2.319712550774092382e-03,7.723298438439788350e-05,6.967364390019593900e-02
2.479999999999999982e-01,2.278653467205440843e-03,7.728508892001203568e-05,6.966400620446507042e-02
2.489999999999999991e-01,2.235820111163132427e-03,7.733916610914027667e-05,6.965473918990844338e-02
2.500000000000000000e-01,2.191241157917650333e-03,7.739517300325333840e-05,6.964584768934714565e-02
2.510000000000000009e-01,2.144947234968325091e-03,7.745306489850152228e-05,6.963733642963769455e-02
2.520000000000000018e-01,2.096970897027269822e-03,7.751279536642891336e-05,6.962921080256313788e-02
2.530000000000000027e-01,2.047346598382851750e-03,7.757431628662725951e-05,6.962147519345854296e-02
2.540000000000000036e-01,1.996110662657303754e-03,7.763757788129167650e-05,6.961413419445953987e-02
2.550000000000000044e-01,1.943301249975032570e-03,7.770252875166848937e-05,6.960719248520116920e-02
2.560000000000000053e-01,1.888958321562855163e-03,7.776911591632191764e-05,6.960065477211156704e-02
2.570000000000000062e-01,1.833123601805890799e-03,7.783728485123985212e-05,6.959452475773726665e-02
2.580000000000000071e-01,1.775840537787120492e-03,7.790697953168662020e-05,6.958880698312287783e-02
2.590000000000000080e-01,1.717154256341203722e-03,7.797814247580299712e-05,6.958350515459345298e-02
2.600000000000000089e-01,1.657111518657466325e-03,7.805071478988206859e-05,6.957862389431940242e-02
2.610000000000000098e-01,1.595760672469666644e-03,7.812463621529413778e-05,6.957416682076814074e-02
2.620000000000000107e-01,1.533151601873863207e-03,7.819984517699959546e-05,6.957013734882741551e-02
2.630000000000000115e-01,1.469335674819198349e-03,7.827627883361921947e-05,6.956653888825312104e-02
2.640000000000000124e-01,1.404365688319383562e-03,7.835387312897652259e-05,6.956337435677421854e-02
2.650000000000000133e-01,1.338295811436282078e-03,7.843256284509038346e-05,6.956064779327540692e-02
2.660000000000000142e-01,1.271181526090072898e-03,7.851228165654167330e-05,6.955836178125202052e-02
2.670000000000000151e-01,1.203079565753803525e-03,7.859296218616222988e-05,6.955651981075476609e-02
2.680000000000000160e-01,1.134047852093292849e-03,7.867453606197992032e-05,6.955512344077575959e-02
2.690000000000000169e-01,1.064145429616248891e-03,7.875693397535793905e-05,6.955417570821874340e-02
2.700000000000000178e-01,9.934323983980383396e-04,7.884008574026647362e-05,6.955367984078826560e-02
2.710000000000000187e-01,9.219698449538229687e-04,7.892392035361343275e-05,6.955363848885272315e-02
2.720000000000000195e-01,8.498197713304655662e-04,7.900836605657272167e-05,6.955405405228586024e-02
2.730000000000000204e-01,7.770450224938152666e-04,7.909335039682632374e-05,6.955492884808756049e-02
2.740000000000000213e-01,7.037092120902451679e-04,7.917880029165566471e-05,6.955626447652514532e-02
2.750000000000000222e-01,6.298766466638059704e-04,7.926464209182150370e-05,6.955806345017349901e-02
2.760000000000000231e-01,5.556122484130128492e-04,7.935080164612159958e-05,6.956032743349076231e-02
2.770000000000000240e-01,4.809814765738122146e-04,7.943720436658123973e-05,6.956305880535325337e-02
2.780000000000000249e-01,4.060502475178571526e-04,7.952377529418498897e-05,6.956625803964000543e-02
2.790000000000000258e-01,3.308848536574479377e-04,7.961043916506811311e-05,6.956992614997445368e-02
2.800000000000000266e-01,2.555518812507779920e-04,7.969712047708695825e-05,6.957406408975222445e-02
2.810000000000000275e-01,1.801181272033760324e-04,7.978374355669015552e-05,6.957867392183536559e-02
2.820000000000000284e-01,1.046505149635904020e-04,7.987023262600344081e-05,6.958375618251258499e-02
2.830000000000000293e-01,2.921600961202069219e-05,7.995651187004859022e-05,6.958931127182774179e-02
2.840000000000000302e-01,-4.611846775344182262e-05,8.004250550399532888e-05,6.959534008018505857e-02
2.850000000000000311e-01,-1.212861262335023470e-04,8.012813784038862836e-05,6.960184283306253272e-02
2.860000000000000320e-01,-1.962203918392637150e-04,8.021333335623728039e-05,6.960882060264582394e-02
2.870000000000000329e-01,-2.708549945933576026e-04,8.029801675989365326e-05,6.961627415058208035e-02
2.880000000000000338e-01,-3.451240559125112045e-04,8.038211305762714756e-05,6.962420310222219855e-02
2.889999999999999791e-01,-4.189621761623591595e-04,8.046554761981262462e-05,6.963260704374869825e-02
2.899999999999999800e-01,-4.923045222742336753e-04,8.054824624664395439e-05,6.964148529574480662e-02
2.909999999999999809e-01,-5.650869153125967839e-04,8.063013523327307167e-05,6.965083813900467546e-02
2.919999999999999818e-01,-6.372459178809670218e-04,8.071114143430573463e-05,6.966066480988342136e-02
2.929999999999999827e-01,-7.087189212535809080e-04,8.079119232755043053e-05,6.967096445701211060e-02
2.939999999999999836e-01,-7.794442321190557608e-04,8.087021607694499549e-05,6.968173561230334156e-02
2.949999999999999845e-01,-8.493611588224203590e-04,8.094814159456605344e-05,6.969297760057817370e-02
2.959999999999999853e-01,-9.184100969909943755e-04,8.102489860162827675e-05,6.970468948397505471e-02
2.969999999999999862e-01,-9.865326144299056427e-04,8.110041768841554511e-05,6.971687099037493507e-02
2.979999999999999871e-01,-1.053671535172630118e-03,8.117463037301627011e-05,6.972951948123308485e-02
2.989999999999999880e-01,-1.119771022572269015e-03,8.124746915882526360e-05,6.974263345799754099e-02
2.999999999999999889e-01,-1.184776661319404852e-03,8.131886759068342803e-05,6.975621157800425409e-02
3.009999999999999898e-01,-1.248635538272887743e-03,8.138876030960961029e-05,6.977025265969621914e-02
3.019999999999999907e-01,-1.311296321990292925e-03,8.145708310602462843e-05,6.978475513453794021e-02
3.029999999999999916e-01,-1.372709340845632703e-03,8.152377297138894800e-05,6.979971567826480372e-02
3.039999999999999925e-01,-1.432826659622512318e-03,8.158876814818196278e-05,6.981513253887094983e-02
3.049999999999999933e-01,-1.491602154472388732e-03,8.165200817814248621e-05,6.983100337591675866e-02
3.059999999999999942e-01,-1.548991586127721441e-03,8.171343394868987029e-05,6.984732667203102929e-02
3.069999999999999951e-01,-1.604952671262526234e-03,8.177298773746387111e-05,6.986409894633459350e-02
3.079999999999999960e-01,-1.659445151892656716e-03,8.183061325490395153e-05,6.988131728688279365e-02
3.089999999999999969e-01,-1.712430862711034800e-03,8.188625568480216942e-05,6.989897927655057408e-02
3.099999999999999978e-01,-1.763873796253774507e-03,8.193986172274006908e-05,6.991708117784592447e-02
3.109999999999999987e-01,-1.813740165795746373e-03,8.199137961240822079e-05,6.993561978133805423e-02
3.119999999999999996e-01,-1.861998465875463766e-03,8.204075917964560177e-05,6.995459277351202820e-02
3.130000000000000004e-01,-1.908619530351606235e-03,8.208795186423527507e-05,6.997399529577058575e-02
3.140000000000000013e-01,-1.953576587895955279e-03,8.213291074933740208e-05,6.999382417834036640e-02
3.150000000000000022e-01,-1.996845314829377108e-03,8.217559058852517897e-05,7.001407531922054783e-02
3.160000000000000031e-01,-2.038403885210438634e-03,8.221594783037004253e-05,7.003474536195640476e-02
3.170000000000000040e-01,-2.078233018088799199e-03,8.225394064052400883e-05,7.005582997922971122e-02
3.180000000000000049e-01,-2.116316021838130293e-03,8.228952892124694041e-05,7.007732598387299283e-02
3.190000000000000058e-01,-2.152638835486723329e-03,8.232267432834547048e-05,7.009922859801695494e-02
3.200000000000000067e-01,-2.187190066966011176e-03,8.235334028547030920e-05,7.012153439372675878e-02
3.210000000000000075e-01,-2.219961028201753329e-03,8.238149199573833537e-05,7.014423912652195670e-02
3.220000000000000084e-01,-2.250945766974698017e-03,8.240709645064826186e-05,7.016733675018918537e-02
3.230000000000000093e-01,-2.280141095481344905e-03,8.243012243625381181e-05,7.019082271997305333e-02
3.240000000000000102e-01,-2.307546615529583629e-03,8.245054053655702744e-05,7.021469259823390208e-02
3.250000000000000111e-01,-2.333164740306225161e-03,8.246832313411775429e-05,7.023894156558276036e-02
3.260000000000000120e-01,-2.357000712658622807e-03,8.248344440783902281e-05,7.026356568197378305e-02
3.270000000000000129e-01,-2.379062619835388241e-03,8.249588032791297211e-05,7.028855921206392243e-02
3.280000000000000138e-01,-2.399361404635653137e-03,8.250560864791685355e-05,7.031391742099740716e-02
3.290000000000000147e-01,-2.417910872920049289e-03,8.251260889405437056e-05,7.033963493215250606e-02
3.300000000000000155e-01,-2.434727697440783323e-03,8.251686235150809407e-05,7.036570565920340081e-02
3.310000000000000164e-01,-2.449831417952714509e-03,8.251835204794160533e-05,7.039212397022527601e-02
3.320000000000000173e-01,-2.463244437570864809e-03,8.251706273410353910e-05,7.041888545475183392e-02
3.330000000000000182e-01,-2.474992015344896004e-03,8.251298086157961959e-05,7.044598311130563506e-02
3.340000000000000191e-01,-2.485102255024995363e-03,8.250609455766872813e-05,7.047341173284103755e-02
3.350000000000000200e-01,-2.493606089998358366e-03,8.249639359740986366e-05,7.050116558205375694e-02
3.360000000000000209e-01,-2.500537264380175463e-03,8.248386937277667934e-05,7.052923935766709784e-02
3.370000000000000218e-01,-2.505932310246773362e-03,8.246851485904864822e-05,7.055762684832850296e-02
3.380000000000000226e-01,-2.509830521004534874e-03,8.245032457838224972e-05,7.058632170527062710e-02
3.390000000000000235e-01,-2.512273920891835641e-03,8.242929456062799798e-05,7.061531697631467930e-02
3.400000000000000244e-01,-2.513307230616342210e-03,8.240542230139133342e-05,7.064460685978793397e-02
3.410000000000000253e-01,-2.512977829135147265e-03,8.237870671739962430e-05,7.067418516773325832e-02
3.420000000000000262e-01,-2.511335711589272272e-03,8.234914809920238323e-05,7.070404634784251130e-02
3.430000000000000271e-01,-2.508433443409673579e-03,8.231674806124454321e-05,7.073418307377568603e-02
3.440000000000000280e-01,-2.504326110616235217e-03,8.228150948936231398e-05,7.076458899728685359e-02
3.450000000000000289e-01,-2.499071266336313091e-03,8.224343648575807868e-05,7.079525762623314900e-02
3.460000000000000298e-01,-2.492728873574082474e-03,8.220253431148734455e-05,7.082618322640499287e-02
3.470000000000000306e-01,-2.485361244267319213e-03,8.215880932654470096e-05,7.085735868653214586e-02
3.480000000000000315e-01,-2.477032974672105717e-03,8.211226892757534745e-05,7.088877655085322471e-02
3.490000000000000324e-01,-2.467810877122099747e-03,8.206292148331561132e-05,7.092042974813114742e-02
3.500000000000000333e-01,-2.457763908212844736e-03,8.201077626779110469e-05,7.095231226872636410e-02
3.510000000000000342e-01,-2.446963093466818402e-03,8.195584339138164607e-05,7.098441732052236663e-02
3.519999999999999796e-01,-2.435481448539563321e-03,8.189813372979219447e-05,7.101673802694402626e-02
3.529999999999999805e-01,-2.423393897032488468e-03,8.183765885104691705e-05,7.104926692194692139e-02
3.539999999999999813e-01,-2.410777184981711604e-03,8.177443094055301097e-05,7.108199766727757440e-02
3.549999999999999822e-01,-2.397709792098082909e-03,8.170846272434401428e-05,7.111492267236602105e-02
3.559999999999999831e-01,-2.384271839837044833e-03,8.163976739058337892e-05,7.114803419244360161e-02
3.569999999999999840e-01,-2.370544996382678224e-03,8.156835850941951426e-05,7.118132490837518478e-02
3.579999999999999849e-01,-2.356612378633856589e-03,8.149424995128039272e-05,7.121478920460712347e-02
3.589999999999999858e-01,-2.342558451285189566e-03,8.141745580374489606e-05,7.124841883886642857e-02
3.599999999999999867e-01,-2.328468923100039320e-03,8.133799028700617608e-05,7.128220667214107964e-02
3.609999999999999876e-01,-2.314430640477004031e-03,8.125586766815220496e-05,7.131614624454268858e-02
3.619999999999999885e-01,-2.300531478414827042e-03,8.117110217424996273e-05,7.135023006958514380e-02
3.629999999999999893e-01,-2.286860228986230086e-03,8.108370790442746953e-05,7.138445003164822777e-02
3.639999999999999902e-01,-2.273506487433553814e-03,8.099369874102755110e-05,7.141879865776126768e-02
3.649999999999999911e-01,-2.260560536004039330e-03,8.090108825994597253e-05,7.145327033509389636e-02
3.659999999999999920e-01,-2.248113225646134090e-03,8.080588964029762416e-05,7.148785664756764080e-02
3.669999999999999929e-01,-2.236255855691488947e-03,8.070811557349467685e-05,7.152255060402468168e-02
3.679999999999999938e-01,-2.225080051651559272e-03,8.060777817187963167e-05,7.155734406062805308e-02
3.689999999999999947e-01,-2.214677641260322585e-03,8.050488887703558894e-05,7.159223018744136080e-02
3.699999999999999956e-01,-2.205140528898788012e-03,8.039945836788176404e-05,7.162720163260039019e-02
3.709999999999999964e-01,-2.196560568539403235e-03,8.029149646870079331e-05,7.166225128397273048e-02
3.719999999999999973e-01,-2.189029435351947522e-03,8.018101205720786298e-05,7.169737154224033182e-02
3.729999999999999982e-01,-2.182638496115081941e-03,8.006801297280483022e-05,7.173255495516187019e-02
3.739999999999999991e-01,-2.177478678580820060e-03,7.995250592513825950e-05,7.176779449353226648e-02
3.750000000000000000e-01,-2.173640339941431462e-03,7.983449640309295595e-05,7.180308285319381145e-02
3.760000000000000009e-01,-2.171213134550655736e-03,7.971398858436465232e-05,7.183841262792242666e-02
3.770000000000000018e-01,-2.170285881053867980e-03,7.959098524573635677e-05,7.187377674668067595e-02
3.780000000000000027e-01,-2.170946429083352169e-03,7.946548767417384253e-05,7.190916784298270747e-02
3.790000000000000036e-01,-2.173281525677172362e-03,7.933749557892257433e-05,7.194457784662586231e-02
3.800000000000000044e-01,-2.177376681581584972e-03,7.920700700467692449e-05,7.198000049484148954e-02
3.810000000000000053e-01,-2.183316037598879988e-03,7.907401824601385321e-05,7.201542771345821603e-02
3.820000000000000062e-01,-2.191182231143403748e-03,7.893852376318077099e-05,7.205085296739546785e-02
3.830000000000000071e-01,-2.201056263170467469e-03,7.880051609940444185e-05,7.208626987783865736e-02
3.840000000000000080e-01,-2.213017365643190921e-03,7.865998579982475317e-05,7.212167210515832427e-02
