t,J,phi,r
7.682000000000000384e+00,-9.324801508237716696e-01,5.571382979780355529e-03,9.390993362982854586e-01
7.682999999999999829e+00,-9.556192643441766554e-01,5.565564939338713858e-03,9.391346723997727741e-01
7.684000000000000163e+00,-9.781061570257936211e-01,5.558768808286638531e-03,9.391700182859753498e-01
7.685000000000000497e+00,-9.999257293637577870e-01,5.550972078692725450e-03,9.392053732330424287e-01
7.685999999999999943e+00,-1.021063478123362511e+00,5.542152912779887107e-03,9.392407356192054024e-01
7.687000000000000277e+00,-1.041505507530489316e+00,5.532290157548662955e-03,9.392761039081534147e-01
7.687999999999999723e+00,-1.061238539883861964e+00,5.521363358791090206e-03,9.393114772101615051e-01
7.689000000000000057e+00,-1.080249925579614745e+00,5.509352774484460417e-03,9.393468542027334500e-01
7.690000000000000391e+00,-1.098527652539199817e+00,5.496239387554830227e-03,9.393822335886704566e-01
7.690999999999999837e+00,-1.116060355032873597e+00,5.482004918000796430e-03,9.394176142949371977e-01
7.692000000000000171e+00,-1.132837321890909799e+00,5.466631834368611970e-03,9.394529952801481398e-01
7.693000000000000504e+00,-1.148848504095364209e+00,5.450103364570376904e-03,9.394883747062429125e-01
7.693999999999999950e+00,-1.164084521746425960e+00,5.432403506037609964e-03,9.395237515936117889e-01
7.695000000000000284e+00,-1.178536670397273278e+00,5.413517035203188089e-03,9.395591247324265316e-01
7.695999999999999730e+00,-1.192196926752148389e+00,5.393429516305232006e-03,9.395944930639398285e-01
7.697000000000000064e+00,-1.205057953723542408e+00,5.372127309507160331e-03,9.396298551882148464e-01
7.698000000000000398e+00,-1.217113104843968063e+00,5.349597578328831211e-03,9.396652100599787172e-01
7.698999999999999844e+00,-1.228356428029508951e+00,5.325828296384240400e-03,9.397005561428357634e-01
7.700000000000000178e+00,-1.238782668692235633e+00,5.300808253421982787e-03,9.397358922315651730e-01
7.701000000000000512e+00,-1.248387272199318998e+00,5.274527060665312392e-03,9.397712167266255578e-01
7.701999999999999957e+00,-1.257166385677714437e+00,5.246975155449266383e-03,9.398065285440223571e-01
7.703000000000000291e+00,-1.265116859163468277e+00,5.218143805152999568e-03,9.398418263979757548e-01
7.703999999999999737e+00,-1.272236246095369117e+00,5.188025110426130668e-03,9.398771089275923529e-01
7.705000000000000071e+00,-1.278522803153703036e+00,5.156612007708571283e-03,9.399123754399427710e-01
7.706000000000000405e+00,-1.283975489445034590e+00,5.123898271043926013e-03,9.399476244294665550e-01
7.706999999999999851e+00,-1.288593965034869671e+00,5.089878513187260853e-03,9.399828547962855163e-01
7.708000000000000185e+00,-1.292378588830344732e+00,5.054548186008661452e-03,9.400180654314186368e-01
7.709000000000000519e+00,-1.295330415816339675e+00,5.017903580194649042e-03,9.400532549577432784e-01
7.709999999999999964e+00,-1.297451193648332834e+00,4.979941824250194889e-03,9.400884222758892905e-01
7.711000000000000298e+00,-1.298743358606235576e+00,4.940660882804716846e-03,9.401235658930533479e-01
7.711999999999999744e+00,-1.299210030914343061e+00,4.900059554226055686e-03,9.401586851224240649e-01
7.713000000000000078e+00,-1.298855009432587249e+00,4.858137467547102815e-03,9.401937783385203584e-01
7.714000000000000412e+00,-1.297682765725269860e+00,4.814895078710347727e-03,9.402288446847005821e-01
7.714999999999999858e+00,-1.295698437514011037e+00,4.770333666136292693e-03,9.402638826940862282e-01
7.716000000000000192e+00,-1.292907821522062850e+00,4.724455325622212154e-03,9.402988912604417493e-01
7.717000000000000526e+00,-1.289317365717955521e+00,4.677262964578453308e-03,9.403338692684405364e-01
7.717999999999999972e+00,-1.284934160966775707e+00,4.628760295609976594e-03,9.403688153456114529e-01
7.719000000000000306e+00,-1.279765932098180237e+00,4.578951829451510455e-03,9.404037283264868874e-01
7.719999999999999751e+00,-1.273821028400621280e+00,4.527842867265235126e-03,9.404386073234112242e-01
7.721000000000000085e+00,-1.267108413551855106e+00,4.475439492310504322e-03,9.404734513327260848e-01
7.722000000000000419e+00,-1.259637654996530909e+00,4.421748560995650626e-03,9.405082593307765304e-01
7.722999999999999865e+00,-1.251418912781787185e+00,4.366777693322550918e-03,9.405430302423198885e-01
7.724000000000000199e+00,-1.242462927862687971e+00,4.310535262735068832e-03,9.405777625265209219e-01
7.725000000000000533e+00,-1.232781009889662549e+00,4.253030385383124376e-03,9.406124554677126604e-01
7.725999999999999979e+00,-1.222385024490582950e+00,4.194272908814582375e-03,9.406471081493130715e-01
7.727000000000000313e+00,-1.211287380060564800e+00,4.134273400107708191e-03,9.406817193263703469e-01
7.727999999999999758e+00,-1.199501014073389715e+00,4.073043133457430152e-03,9.407162879919739318e-01
7.729000000000000092e+00,-1.187039378928147038e+00,4.010594077229084377e-03,9.407508133915775117e-01
7.730000000000000426e+00,-1.173916427346119562e+00,3.946938880493869317e-03,9.407852941324443830e-01
7.730999999999999872e+00,-1.160146597332484042e+00,3.882090859060587790e-03,9.408197292551669921e-01
7.732000000000000206e+00,-1.145744796718111136e+00,3.816063981018785051e-03,9.408541178766428592e-01
7.733000000000000540e+00,-1.130726387297737334e+00,3.748872851808750586e-03,9.408884590705574036e-01
7.733999999999999986e+00,-1.115107168579951180e+00,3.680532698834295367e-03,9.409227515939422304e-01
7.735000000000000320e+00,-1.098903361165729065e+00,3.611059355634565430e-03,9.409569948201070844e-01
7.735999999999999766e+00,-1.082131589772617808e+00,3.540469245631597175e-03,9.409911878088900172e-01
7.737000000000000099e+00,-1.064808865921168746e+00,3.468779365470587780e-03,9.410253295634681825e-01
7.738000000000000433e+00,-1.046952570301507901e+00,3.396007267970275242e-03,9.410594195651291738e-01
7.738999999999999879e+00,-1.028580434837674584e+00,3.322171044701072769e-03,9.410934564941011438e-01
7.740000000000000213e+00,-1.009710524467533510e+00,3.247289308208990439e-03,9.411274396218958227e-01
7.741000000000000547e+00,-9.903612186569513698e-01,3.171381173903559114e-03,9.411613683194620661e-01
7.741999999999999993e+00,-9.705511926663830113e-01,3.094466241628359392e-03,9.411952417045856834e-01
7.743000000000000327e+00,-9.502993985887668860e-01,3.016564576932877564e-03,9.412290585919175223e-01
7.743999999999999773e+00,-9.296250461777525453e-01,2.937696692064778806e-03,9.412628187135073654e-01
7.745000000000000107e+00,-9.085475834852299037e-01,2.857883526701772772e-03,9.412965211764610096e-01
7.746000000000000441e+00,-8.870866773276180339e-01,2.777146428442533056e-03,9.413301654466280644e-01
7.746999999999999886e+00,-8.652621936001687608e-01,2.695507133076248136e-03,9.413637502612434149e-01
7.748000000000000220e+00,-8.430941774589720827e-01,2.612987744650568413e-03,9.413972752614870876e-01
7.749000000000000554e+00,-8.206028333903769845e-01,2.529610715357830542e-03,9.414307400990526986e-01
7.750000000000000000e+00,-7.978085051875589695e-01,2.445398825259565648e-03,9.414641440228823654e-01
7.751000000000000334e+00,-7.747316558538401843e-01,2.360375161869364326e-03,9.414974861276558249e-01
7.751999999999999780e+00,-7.513928474531476054e-01,2.274563099614307100e-03,9.415307659096918691e-01
7.753000000000000114e+00,-7.278127209268755449e-01,2.187986279195146006e-03,9.415639827555082331e-01
7.754000000000000448e+00,-7.040119758977413378e-01,2.100668586865525340e-03,9.415971361087374092e-01
7.754999999999999893e+00,-6.800113504798965813e-01,2.012634133650490972e-03,9.416302253084672946e-01
7.756000000000000227e+00,-6.558316011156786196e-01,1.923907234524577367e-03,9.416632499628120323e-01
7.757000000000000561e+00,-6.314934824586279083e-01,1.834512387569708046e-03,9.416962096209819943e-01
7.758000000000000007e+00,-6.070177273224286463e-01,1.744474253133104736e-03,9.417291039502564409e-01
7.759000000000000341e+00,-5.824250267155755001e-01,1.653817633005330362e-03,9.417619321369100627e-01
7.759999999999999787e+00,-5.577360099813971628e-01,1.562567449638538591e-03,9.417946939773500503e-01
7.761000000000000121e+00,-5.329712250626393866e-01,1.470748725424856056e-03,9.418273888153770868e-01
7.762000000000000455e+00,-5.081511189101858283e-01,1.378386562054710390e-03,9.418600163263843861e-01
7.762999999999999901e+00,-4.832960180547618001e-01,1.285506119974800555e-03,9.418925764660924793e-01
7.764000000000000234e+00,-4.584261093606326609e-01,1.192132597965208643e-03,9.419250688734513988e-01
7.765000000000000568e+00,-4.335614209803430041e-01,1.098291212854991383e-03,9.419574932409300327e-01
7.766000000000000014e+00,-4.087218035284347351e-01,1.004007179395387554e-03,9.419898490620969289e-01
7.767000000000000348e+00,-3.839269114929029225e-01,9.093056903095366470e-04,9.420221360843765712e-01
7.767999999999999794e+00,-3.591961849023238007e-01,8.142118965374181040e-04,9.420543539696063506e-01
7.769000000000000128e+00,-3.345488312660143682e-01,7.187508876943899880e-04,9.420865026018487853e-01
7.770000000000000462e+00,-3.100038078053500290e-01,6.229476727615090425e-04,9.421185819958237673e-01
7.770999999999999908e+00,-2.855798039926735199e-01,5.268271610254759421e-04,9.421505915730541414e-01
7.772000000000000242e+00,-2.612952244150817394e-01,4.304141432857429739e-04,9.421825314542905394e-01
